"ProblemID","RoundID","PS_Link","Contestants","Registrants","SuccessfulContestants","machine_learning","improve","target","data_type","data_external","task_type","submission_type","scoring_type","provisional_testing","system_vs_provisional","prize_nonmonetary","prize_threshold","data_volume","engagement_barrier","scoring_complexity","prize_pool","prize_extras","prize_number","prize_first","NumRounds","FirstSubmissionTime","Experience","ContestNoise"
11859,15104,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15104&pm=11859",12,83,7,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3542551577,1656,0.030889437026673384
11909,15100,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15100&pm=11909",132,192,124,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3544968032,1817,0.013691183472907159
11909,15125,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15125&pm=11909",7,7,6,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3544968032,1699,0.013691183472907159
11915,15130,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15130&pm=11915",75,157,61,"2-No","1-Yes","2-Resource or Both","5-Other","2-No","3-Optimization","1-Code","1-Absolute","2-TC preferred","1-Similar","1-Yes","2-No",2.,2.,2.,10000.,2500.,5.,3750.,1,3545526986,704,0.005255891250201186
11942,15137,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15137&pm=11942",163,332,146,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3546236103,860,0.021243918198868027
11953,15189,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15189&pm=11953",73,132,62,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","2-Different","2-No","2-No",2.,3.,3.,10000.,0.,5.,5000.,1,3548112852,603,0.06829146010270593
11984,15101,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15101&pm=11984",137,198,136,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3547388399,2477,0.012718737237446038
11984,15155,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15155&pm=11984",19,106,16,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3547388399,2357,0.012718737237446038
12122,15520,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15520&pm=12122",459,499,395,"1-Yes","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","2-Different","1-Yes","2-No",1.,3.,2.5,30000.,5000.,10.,10000.,1,3567351160,1787,0.34181466942876565
12154,15322,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15322&pm=12154",56,60,48,"1-Yes","2-No","1-Quality","1-Regular","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,2.,2.,10000.,0.,5.,5000.,1,3554739590,590,0.026769253602208262
12204,15154,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15154&pm=12204",12,12,12,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3558089209,689,0.02996809358164571
12204,15409,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15409&pm=12204",20,21,20,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3558089209,697,0.02996809358164571
12234,15398,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15398&pm=12234",38,40,34,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,1000.,0.,2.,700.,1,3559121159,455,0.04848512615674739
12284,15458,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15458&pm=12284",55,56,53,"1-Yes","2-No","1-Quality","1-Regular","2-No","7-Prediction","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,3.,10000.,0.,5.,5000.,1,3562347991,465,0.005570185159018453
12444,15570,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15570&pm=12444",112,112,104,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,1.5,1.,0.,0.,0.,0.,1,3570978249,1115,0.02463794481221362
12472,15611,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15611&pm=12472",40,54,32,"1-Yes","2-No","2-Resource or Both","2-Image","2-No","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",3.,3.,2.5,10000.,0.,4.,4000.,2,3573831783,453,0.21798825308901149
12472,15652,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15652&pm=12472",35,54,24,"1-Yes","2-No","2-Resource or Both","2-Image","2-No","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",3.,3.,2.5,10000.,0.,4.,4000.,2,3573831783,445,0.21798825308901149
12487,15608,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15608&pm=12487",329,333,314,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3573394536,3410,0.01349007061759098
12487,15609,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15609&pm=12487",16,17,14,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3573394536,3110,0.01349007061759098
12507,15618,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15618&pm=12507",66,71,54,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","2-Relative","2-TC preferred","2-Different","2-No","2-No",2.,3.5,3.,10000.,0.,5.,5000.,1,3574187271,377,0.16990947840321613
12525,15637,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15637&pm=12525",56,57,34,"1-Yes","1-Yes","2-Resource or Both","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3575934636,576,0.04119544588015247
12544,15648,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15648&pm=12544",247,248,231,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3576417314,2973,0.006427369553304696
12544,15649,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15649&pm=12544",13,13,11,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3576417314,2753,0.006427369553304696
12555,15658,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15658&pm=12555",132,134,121,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3577808305,1662,0.006414889480400917
12574,15678,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15678&pm=12574",32,38,25,"1-Yes","1-Yes","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,3.,6000.,0.,2.,4000.,1,3578240539,341,0.518239601690264
12593,15683,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15683&pm=12593",261,262,254,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3579440938,3840,0.012295808923768942
12593,15684,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15684&pm=12593",23,24,20,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3579440938,3606,0.012295808923768942
12621,15765,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15765&pm=12621",39,43,19,"1-Yes","2-No","1-Quality","2-Image","1-Yes","8-Detection","1-Code","2-Relative","1-Shared","1-Similar","1-Yes","2-No",2.,3.,2.,15000.,1000.,4.,7000.,1,3588212714,315,0.6069945084166868
12634,15761,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15761&pm=12634",93,97,54,"1-Yes","2-No","1-Quality","1-Regular","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,25000.,1000.,5.,12000.,1,3586228744,850,0.28929205431294813
12835,15801,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15801&pm=12835",12,12,12,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3593167773,394,0.03272415046712985
12873,15825,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15825&pm=12873",175,177,166,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3595349350,1605,0.024530748175494627
13084,15995,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15995&pm=13084",30,31,24,"1-Yes","2-No","1-Quality","1-Regular","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",3.,3.,2.,15000.,0.,5.,6000.,1,3611250426,305,0.20669149381751234
13093,15948,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15948&pm=13093",69,78,57,"1-Yes","2-No","1-Quality","2-Image","2-No","5-Classification","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3606859729,512,0.0912592172043741
13132,15938,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15938&pm=13132",333,341,316,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,1.,1.,0.,0.,0.,0.,2,3606053432,3627,0.010556974231499972
13132,15939,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15939&pm=13132",15,15,12,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,1.,1.,0.,0.,0.,0.,2,3606053432,3323,0.010556974231499972
13141,15955,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15955&pm=13141",47,48,37,"1-Yes","2-No","1-Quality","1-Regular","2-No","4-Inference","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,14400.,4400.,4.,4000.,1,3607335694,671,0.14342998727349915
13156,16051,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16051&pm=13156",43,55,36,"1-Yes","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,3.,4.,15000.,0.,5.,6000.,1,3615303704,660,0.02043382600206516
13189,15982,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15982&pm=13189",170,170,167,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3609683731,2513,0.017709490209691266
13189,15983,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15983&pm=13189",8,12,4,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3609683731,2350,0.017709490209691266
13190,16001,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16001&pm=13190",42,44,28,"2-No","1-Yes","2-Resource or Both","2-Image","2-No","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,3.,16750.,1750.,5.,6000.,1,3611657268,484,0.21694771953331538
13244,16040,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16040&pm=13244",47,52,23,"1-Yes","2-No","1-Quality","2-Image","1-Yes","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",3.,3.,3.,20000.,0.,5.,8000.,1,3617912497,374,0.038116837065547464
13246,16012,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16012&pm=13246",130,131,128,"2-No","2-No","1-Quality","2-Image","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",2.,2.5,2.,0.,0.,0.,0.,2,3612706076,2342,0.009111113274041344
13246,16013,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16013&pm=13246",19,20,15,"2-No","2-No","1-Quality","2-Image","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",2.,2.5,2.,0.,0.,0.,0.,2,3612706076,2229,0.009111113274041344
13367,16065,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16065&pm=13367",114,115,68,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,2.,2.,20000.,0.,5.,8000.,1,3616783555,1006,0.42612366184960265
13379,16069,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16069&pm=13379",35,36,29,"1-Yes","2-No","1-Quality","2-Image","1-Yes","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,1.5,10000.,0.,5.,5000.,1,3617546488,336,0
13423,16196,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16196&pm=13423",12,12,12,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3625232895,447,0.03178802468898302
13478,16153,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16153&pm=13478",42,42,30,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,0.,0.,0.,0.,2,3620759857,667,0.32040249553795663
13478,16154,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16154&pm=13478",31,32,24,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,0.,0.,0.,0.,2,3620759857,661,0.32040249553795663
13491,16165,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16165&pm=13491",15,17,12,"1-Yes","1-Yes","1-Quality","2-Image","2-No","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",3.,3.,3.,0.,0.,0.,0.,2,3622716538,443,0.3246414221436534
13491,16166,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16166&pm=13491",14,14,12,"1-Yes","1-Yes","1-Quality","2-Image","2-No","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",3.,3.,3.,0.,0.,0.,0.,2,3622716538,443,0.3246414221436534
13554,16237,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16237&pm=13554",33,37,18,"1-Yes","2-No","1-Quality","2-Image","1-Yes","5-Classification","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,2.,11750.,1750.,5.,5000.,1,3627345595,493,0
13588,16272,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16272&pm=13588",43,45,25,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,3.,20000.,0.,5.,10000.,1,3628386317,486,0.2514607446428314
13624,16307,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16307&pm=13624",101,103,87,"1-Yes","2-No","1-Quality","1-Regular","2-No","7-Prediction","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,2.,15000.,0.,5.,7000.,1,3631290099,1084,0.2288779295792243
13662,16349,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16349&pm=13662",114,116,100,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,2500.,0.,4.,1000.,1,3633711283,1336,0.009858172936557328
13666,16344,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16344&pm=13666",65,67,50,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,20000.,0.,5.,10000.,1,3633401448,922,0.14055789541187483
13701,16405,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16405&pm=13701",38,38,29,"1-Yes","2-No","2-Resource or Both","2-Image","1-Yes","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","1-Yes",3.,4.,2.5,20000.,0.,5.,10000.,1,3636292447,735,0.5692780525680002
13702,16445,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16445&pm=13702",171,172,161,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3638545541,2190,0.016011001298246095
13718,16430,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16430&pm=13718",21,22,20,"1-Yes","2-No","2-Resource or Both","2-Image","1-Yes","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","1-Yes",3.,3.5,3.,6000.,0.,3.,3000.,1,3637012215,636,0.4184567005587514
13805,16471,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16471&pm=13805",172,172,168,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3641565567,2293,0.09318145635252519
13843,16472,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16472&pm=13843",181,181,170,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3643983059,2493,0.06996823087738036
13845,16498,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16498&pm=13845",25,26,21,"1-Yes","2-No","1-Quality","3-Signal","1-Yes","5-Classification","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,4.,1.,5000.,0.,3.,2500.,1,3643119735,598,0.07282206865773293
13949,16529,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16529&pm=13949",76,78,71,"1-Yes","2-No","1-Quality","1-Regular","1-Yes","8-Detection","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,20500.,500.,5.,10000.,1,3648403181,1105,0.11586291016075105
13956,16492,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16492&pm=13956",73,73,65,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.5,0.,0.,0.,0.,1,3648476754,1050,0.02083379275574279
13978,16555,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16555&pm=13978",30,30,28,"1-Yes","2-No","1-Quality","3-Signal","1-Yes","5-Classification","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",3.,3.,2.,20500.,500.,5.,10000.,1,3651278402,592,0.006970843021705614
13993,16493,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16493&pm=13993",43,44,42,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3651328494,695,0.04266613846729014
14078,16612,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16612&pm=14078",12,12,12,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3656070548,478,0.010066190328024891
14094,16495,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16495&pm=14094",76,76,74,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3659106857,870,0.3440991942969798
14181,16672,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16672&pm=14181",22,26,4,"1-Yes","2-No","1-Quality","2-Image","2-No","4-Inference","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,4.,3.,10000.,0.,5.,5000.,1,3665318838,194,0.17899433782111118
14185,16677,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16677&pm=14185",67,73,50,"1-Yes","2-No","1-Quality","1-Regular","2-No","5-Classification","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,18000.,0.,5.,9000.,1,3667157745,863,0.11258723687040073
14187,16683,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16683&pm=14187",96,103,60,"1-Yes","2-No","2-Resource or Both","5-Other","2-No","3-Optimization","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",3.,3.,3.,20000.,3000.,5.,8000.,1,3669798599,949,0.13224303368093
14202,16700,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16700&pm=14202",23,24,14,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,3.,6000.,0.,1.,6000.,1,3668955057,345,0
14268,16703,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16703&pm=14268",183,184,171,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3671977514,2618,0.017845007249500625
14281,16828,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16828&pm=14281",61,61,58,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3685934675,972,0.11206900770781754
14282,16756,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16756&pm=14282",32,33,32,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3675069613,474,0.023102211446980343
14283,16704,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16704&pm=14283",101,104,91,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.5,0.,0.,0.,0.,1,3675612429,1835,0.013963643896159826
14337,16753,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16753&pm=14337",88,88,83,"1-Yes","2-No","1-Quality","1-Regular","2-No","4-Inference","2-List of Answers","1-Absolute","1-Shared","1-Similar","2-No","1-Yes",3.,3.,3.,20000.,0.,5.,10000.,1,3676202352,625,0
14355,16765,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16765&pm=14355",37,38,31,"1-Yes","2-No","1-Quality","1-Regular","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","2-No",1.,3.,3.,6700.,1200.,8.,2000.,1,3680908429,695,0
14363,16770,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16770&pm=14363",32,33,28,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,2.,35000.,4500.,5.,6000.,5,3678084862,783,0
14363,16781,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16781&pm=14363",17,17,15,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,2.,35000.,4500.,5.,6000.,5,3678084862,770,0
14363,16782,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16782&pm=14363",20,20,18,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,2.,35000.,4500.,5.,6000.,5,3678084862,773,0
14363,16783,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16783&pm=14363",37,37,35,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,2.,35000.,4500.,5.,6000.,5,3678084862,790,0
14363,16784,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16784&pm=14363",15,15,11,"1-Yes","2-No","1-Quality","3-Signal","2-No","7-Prediction","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","1-Yes",2.,3.,2.,35000.,4500.,5.,6000.,5,3678084862,766,0
14374,16771,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16771&pm=14374",53,55,27,"1-Yes","1-Yes","1-Quality","4-Text","1-Yes","5-Classification","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,2.,2.5,7000.,0.,4.,3500.,1,3679804855,344,0
14378,16734,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16734&pm=14378",77,79,71,"1-Yes","2-No","1-Quality","3-Signal","1-Yes","5-Classification","2-List of Answers","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,18500.,500.,5.,9000.,1,3682154257,893,0
14383,16805,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16805&pm=14383",24,25,8,"1-Yes","1-Yes","1-Quality","2-Image","2-No","4-Inference","2-List of Answers","2-Relative","1-Shared","1-Similar","1-Yes","1-Yes",4.,4.,3.,86000.,27000.,5.,20000.,1,3683170562,213,0
14399,16808,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16808&pm=14399",26,28,23,"1-Yes","1-Yes","1-Quality","2-Image","1-Yes","4-Inference","1-Code","1-Absolute","1-Shared","1-Similar","1-Yes","1-Yes",2.,4.,3.,10000.,0.,5.,4000.,2,3684711892,525,0.09271822994454955
