"stratum","round_id","coder_id","handle","point_total","num_submissions","attended","system_point_total","placed","old_rating","new_rating","old_vol","new_vol","rated_ind","advanced","provisional_placed","num_ratings","contestants_above","contestants_below","contestants_equal","sys_pos_percentile","first_pos_sub_time","last_pos_sub_time","contest_num","newcomer","Number_of_positive_subm","Number_of_complexities","Complexity_First","Complexity_Last","Complexity_Mean"
"",14354,20341085,"frogb",56.59,6,"Y",556.18,53,1240,1196,330,280,1,"N",53,3,52,22,0,29.72972972972973,3491246410,3492273294,3,"False",6,6,67,80,73.83333333333333
"",14354,22389733,"tloinuy",94.14,8,"Y",940.02,4,1890,1953,338,328,1,"N",5,21,3,71,0,95.94594594594594,3491416081,3492344756,22,"False",8,8,94,309,258.625
"",14354,22628575,"gumbo",52.39,10,"Y",517.52,56,1074,1063,183,162,1,"N",57,9,55,19,0,25.675675675675674,3491462558,3492183357,9,"False",10,10,42,58,52.4
"",14354,22640357,"AlMag",15.55,9,"Y",164.71,69,1137,1053,196,234,1,"N",69,10,68,6,0,8.108108108108109,3491287942,3491632369,10,"False",9,9,104,190,138.66666666666666
"",14354,22644845,"a_b_c_dnz",69.27,5,"Y",671.94,44,1219,1217,442,385,1,"N",41,7,43,31,0,41.891891891891895,3491475109,3491917550,6,"False",5,5,141,226,171.
"",14354,22653788,"IvanP",73.9,1,"Y",738.91,33,1991,1841,311,337,1,"N",34,3,32,42,0,56.75675675675676,3491846388,3491846388,4,"False",1,1,238,238,238.
"",14354,22662340,"restricteur",92.85,29,"Y",919.07,7,1186,1336,223,361,1,"N",7,22,6,68,0,91.8918918918919,3491165378,3492339441,24,"False",29,29,29,254,168.58620689655172
"",14354,22691990,"creepy",81.94,16,"Y",818.82,22,1136,1269,352,349,1,"N",23,3,21,53,0,71.62162162162163,3491218797,3492344620,3,"False",16,16,67,208,138.125
"",14354,22696066,"dvondrak",0.41,2,"Y",3.87,74,775,734,244,226,1,"N",74,8,73,1,0,1.3513513513513513,3492004146,3492013894,5,"False",2,2,7,11,9.
"",14354,22696552,"Louty",65.72,8,"Y",673.65,43,1044,1104,385,310,1,"N",46,2,42,32,0,43.24324324324324,3492125737,3492286972,2,"False",8,8,61,93,75.75
"",14354,22703385,"Saeed_Reza",71.96,12,"Y",714.11,36,976,1092,385,334,1,"N",37,2,35,39,0,52.702702702702695,3491287222,3491981576,3,"False",12,12,48,362,234.25
"",14354,22711923,"Mata",1.65,5,"Y",18.47,72,757,729,257,229,1,"N",72,7,71,3,0,4.054054054054054,3491434058,3492038594,4,"False",4,4,70,97,88.25
"",14354,22713149,"krobin",68.28,4,"Y",679.18,41,1422,1382,385,305,1,"N",44,2,40,34,0,45.94594594594595,3492010461,3492095074,3,"False",3,3,55,141,92.66666666666667
"",14354,22718910,"tygrysek",79.18,10,"Y",787.08,30,1343,1375,359,322,1,"N",29,12,29,45,0,60.810810810810814,3491756264,3492278103,11,"False",10,10,232,278,264.8
"",14354,22720144,"kreved",97.85,37,"Y",967.62,2,855,1350,385,688,1,"N",2,2,1,73,0,98.64864864864865,3491411579,3492340865,1,"False",37,37,195,489,355.72972972972974
"",14354,22725081,"lxn",44.15,4,"Y",435.62,59,1423,1321,359,352,1,"N",61,5,58,16,0,21.62162162162162,3491196537,3491547623,6,"False",4,4,42,39,41.25
"",14354,22725328,356341998,40.1,17,"Y",382.11,63,1209,1095,385,333,1,"N",62,2,62,12,0,16.216216216216218,3491230388,3492317240,2,"False",17,17,28,139,83.82352941176471
"",14354,22736823,"Proud2BACoug",35.56,1,"Y",339.01,64,1336,1250,315,330,1,"N",64,21,63,11,0,14.864864864864865,3491326882,3491326882,23,"False",1,1,114,114,114.
"",14354,22749323,"hasi",77.36,11,"Y",770.1,31,1679,1633,240,224,1,"N",31,7,30,44,0,59.45945945945946,3491273088,3492347945,8,"False",11,11,31,67,46.63636363636363
"",14354,22752635,"dolphinigle",82.25,4,"Y",817.74,23,914,1099,335,386,1,"N",22,3,22,52,0,70.27027027027027,3491439554,3491545313,2,"False",3,3,161,171,166.66666666666666
"",14354,22758252,"ibra",64.29,5,"Y",653.38,46,1582,1489,261,278,1,"N",47,6,45,29,0,39.189189189189186,3491907307,3492241663,7,"False",5,5,111,138,127.4
"",14354,22767798,"fushar",55.71,11,"Y",544.09,54,1148,1113,385,304,1,"N",54,2,53,21,0,28.37837837837838,3491633918,3491897603,4,"False",11,11,61,151,117.
"",14354,22768223,"Daiver19",67.51,16,"Y",676.62,42,1899,1791,371,388,1,"N",45,10,41,33,0,44.5945945945946,3491414833,3492336983,13,"False",16,16,158,168,169.375
"",14354,22773840,"Ram-Li-Czech",86.82,37,"Y",858.52,10,1420,1534,291,329,1,"N",10,8,9,65,0,87.83783783783784,3491184245,3492092273,8,"False",37,37,25,418,239.2972972972973
"",14354,22786105,"zaq1xsw2tktk",86.83,9,"Y",854.63,12,572,810,389,567,1,"N",9,10,11,63,0,85.13513513513513,3491531935,3492049807,8,"False",9,9,14,138,71.88888888888889
"",14354,22822827,"fhlasek",93.22,6,"Y",922.33,6,1638,1762,331,342,1,"N",6,4,5,69,0,93.24324324324324,3491388794,3492324813,4,"False",6,6,90,193,159.16666666666666
"",14354,22828022,"afaji321",52.84,10,"Y",540.51,55,1467,1324,385,350,1,"N",55,2,54,20,0,27.027027027027028,3491572311,3491761105,2,"False",10,10,64,188,119.8
"",14354,22837935,"kencorbin",69.1,1,"Y",661.01,45,1304,1277,439,374,1,"N",42,4,44,30,0,40.54054054054054,3492342900,3492342900,4,"False",1,1,235,235,235.
"",14354,22846688,"Pag2",14.2,13,"Y",150.56,70,1262,1134,413,426,1,"N",70,7,69,5,0,6.756756756756757,3491395762,3492345790,8,"False",13,13,15,55,35.23076923076923
"",14354,22850949,"demongolem",44.93,23,"Y",390.15,61,1307,1232,244,254,1,"N",59,8,60,14,0,18.91891891891892,3491743474,3492341577,8,"False",23,23,118,441,288.69565217391306
"",14354,22856251,"nel215",74.88,15,"Y",730.1,34,1147,1228,385,317,1,"N",33,2,33,41,0,55.4054054054054,3491210619,3492296457,2,"False",15,15,53,196,134.2
"",14354,22862136,"simsa.st",19.74,4,"Y",200.13,68,1175,1065,310,315,1,"N",68,4,67,7,0,9.45945945945946,3491316323,3492296035,4,"False",4,4,84,94,96.75
"",14354,22868772,"GengenGen",84.79,8,"Y",838.53,17,1433,1520,387,362,1,"N",18,5,16,58,0,78.37837837837837,3491472966,3492348679,5,"False",8,8,142,269,206.125
"",14354,22879874,"Neurosion",73.83,7,"Y",759.91,32,1100,1189,495,428,1,"N",35,3,31,43,0,58.108108108108105,3491951378,3492342993,2,"False",7,7,102,181,152.42857142857142
"",14354,22885088,"volkhin",83.13,16,"Y",821.69,20,1590,1633,385,305,1,"N",20,2,19,55,0,74.32432432432432,3491149543,3491463593,2,"False",16,16,42,206,145.0625
"",14354,22888123,"djk13",84.46,10,"Y",829.08,19,1273,1425,385,356,1,"N",19,2,18,56,0,75.67567567567568,3491859204,3492299450,2,"False",10,10,174,283,247.7
"",14412,158575,"zortanda",12.74,1,"Y",257.96,229,817,731,385,319,1,"N",227,2,228,18,30,7.317073170731707,3497274235,3497274235,1,"False",1,0,"","",""
"",14412,158782,"BCSEiny",43.26,2,"Y",854.89,179,1059,1049,335,298,1,"N",179,14,178,98,0,35.507246376811594,3497235430,3497265262,14,"False",2,2,78,106,92.
"",14412,158922,"Revoklaw",69.46,9,"Y",1415.73,1,651,1200,385,749,1,"N",1,2,0,260,16,100.,3497215793,3498169413,1,"False",9,9,64,109,94.22222222222223
"",14412,274023,"venco",69.46,3,"Y",1415.73,1,2496,2497,358,326,1,"N",1,46,0,260,16,100.,3497870477,3498325550,67,"False",3,3,217,263,235.66666666666666
"",14412,283329,"JacoCronje",61.34,4,"Y",1213.23,133,2101,1973,201,332,1,"N",138,37,132,143,1,52.,3497258290,3497606523,56,"False",4,4,46,72,61.75
"",14412,295677,"siscocpu",45.71,23,"Y",894.82,177,1015,1019,302,249,1,"N",177,3,176,100,0,36.231884057971016,3497532633,3498362204,4,"False",23,23,58,242,146.8695652173913
"",14412,310430,"gepa",69.46,2,"Y",1415.73,1,2009,2082,390,367,1,"N",1,6,0,260,16,100.,3498240930,3498328607,11,"False",2,2,76,85,80.5
"",14412,7358786,"hagman",69.46,7,"Y",1415.73,1,1818,1905,348,358,1,"N",1,27,0,260,16,100.,3497357225,3498106029,39,"False",6,6,44,167,121.66666666666667
"",14412,7394165,"PaulJefferys",50.74,1,"Y",1004.95,164,1867,1737,283,365,1,"N",164,24,163,113,0,40.94202898550724,3498143137,3498143137,28,"False",1,1,18,18,18.
"",14412,7440399,"timrau",12.74,1,"Y",257.96,229,980,841,385,348,1,"N",227,2,228,18,30,7.317073170731707,3497214663,3497214663,2,"False",1,1,26,26,26.
"",14412,7498800,"twhOk",53.55,5,"Y",1011.99,163,1153,1142,254,216,1,"N",156,4,162,114,0,41.30434782608695,3497443665,3497793104,4,"False",5,5,62,123,82.8
"",14412,7504117,"beepbop",34.85,2,"Y",708.57,190,1035,1007,344,294,1,"N",193,4,189,87,0,31.521739130434785,3497773894,3498099835,4,"False",2,2,26,73,49.5
"",14412,8352543,"kuritzky",69.46,2,"Y",1415.73,1,1477,1658,397,466,1,"N",1,6,0,260,16,100.,3497409150,3497498398,8,"False",2,0,"","",""
"",14412,8366961,"mercoz",33.36,1,"Y",657.34,196,1138,1071,323,293,1,"N",196,5,195,81,0,29.347826086956523,3497914757,3497914757,5,"False",1,1,79,79,79.
"",14412,8416203,"Prashant_1984",66.98,13,"Y",1341.71,81,1149,1288,385,347,1,"N",86,2,80,196,0,71.01449275362319,3497254433,3498397090,2,"False",13,13,37,209,142.15384615384616
"",14412,8436045,"rballman",12.74,2,"Y",257.96,229,1125,1034,185,248,1,"N",227,23,228,18,30,7.317073170731707,3498077969,3498128901,30,"False",2,2,24,13,18.5
"",14412,10278300,"yn2004",49.75,3,"Y",1002.91,165,1148,1133,454,394,1,"N",166,6,164,112,0,40.57971014492754,3497509366,3497537199,7,"False",3,3,11,53,32.
"",14412,10435514,"synne",65.91,4,"Y",1311.57,100,1715,1674,363,333,1,"N",104,15,99,177,0,64.13043478260869,3497296300,3497974353,16,"False",4,4,41,73,56.75
"",14412,11846525,"allthefish",6.78,3,"Y",139.58,266,921,817,316,347,1,"N",267,15,265,11,0,3.985507246376811,3497808148,3498394442,21,"False",3,3,68,78,72.
"",14412,11909635,"Breusov",46.86,1,"Y",929.38,172,1407,1349,469,434,1,"N",175,19,171,105,0,38.04347826086957,3497693360,3497693360,20,"False",1,1,58,58,58.
"",14412,13274356,"kishore_g84",69.46,7,"Y",1407.88,45,1406,1472,262,272,1,"N",1,36,44,232,0,84.05797101449275,3497192068,3497895242,43,"False",7,7,10,42,40.714285714285715
"",14412,13365783,"d_jash",12.74,1,"Y",257.96,229,752,730,225,201,1,"N",227,8,228,18,30,7.317073170731707,3497823947,3497823947,10,"False",1,1,14,14,14.
"",14412,15795581,"abkqz",64.02,4,"Y",1238.73,128,975,1038,379,353,1,"N",117,9,127,149,0,53.985507246376805,3497192086,3497355348,9,"False",4,4,25,108,71.5
"",14412,15833069,"Oinusama",0,5,"Y",0,278,1345,1010,258,602,1,"N",278,5,277,0,-1,"",3497262837,3498035352,6,"False",3,3,5,26,17.666666666666668
"",14412,19720600,"ArchMaG",8.55,1,"Y",175.66,264,0,824,0,385,1,"N",264,1,263,13,0,4.710144927536232,3497538123,3497538123,3,"False",1,1,11,11,11.
"",14412,19849563,"ACRush",69.46,3,"Y",1415.73,1,2510,2511,325,299,1,"N",1,19,0,260,16,100.,3497680122,3497756570,23,"False",3,3,84,127,112.66666666666667
"",14412,20163743,"foozle",0.71,2,"Y",14.56,277,809,633,306,380,1,"N",277,4,276,0,0,0.,3497519907,3497703819,4,"False",2,2,9,62,35.5
"",14412,20337184,"googlesmkm",46.6,4,"Y",915.27,175,759,815,339,315,1,"N",176,9,174,102,0,36.95652173913043,3497273365,3498065047,7,"False",4,4,4,22,13.5
"",14412,20341085,"frogb",36.98,11,"Y",731.5,188,1142,1098,252,229,1,"N",188,5,187,89,0,32.2463768115942,3497445192,3498121266,5,"False",11,11,46,140,97.45454545454545
"",14412,20436799,"gsais",69.34,3,"Y",1409.64,35,2029,2017,358,325,1,"N",47,26,34,242,0,87.68115942028986,3497676299,3498341904,37,"False",3,3,60,61,60.333333333333336
"",14412,20539063,"bohuss",38.37,1,"Y",779.24,184,1217,1177,292,275,1,"N",186,29,183,93,0,33.69565217391305,3497868715,3497868715,28,"False",1,1,42,42,42.
"",14412,20549004,"edemairy",12.74,1,"Y",257.96,229,613,623,224,200,1,"N",227,14,228,18,30,7.317073170731707,3497960093,3497960093,13,"False",1,1,7,7,7.
"",14412,20794005,"cFretter",48.43,4,"Y",909.41,176,1498,1369,320,324,1,"N",170,3,175,101,0,36.594202898550726,3497241740,3497327561,5,"False",4,4,16,38,32.
"",14412,21050879,"Puj",59.76,8,"Y",1165.39,148,1302,1285,424,375,1,"N",148,10,147,129,0,46.73913043478261,3497330721,3498193769,8,"False",8,8,29,135,86.75
"",14412,21107258,"jialin",61.05,2,"Y",1205.3,136,1582,1493,340,309,1,"N",140,3,135,137,4,50.36764705882353,3497229214,3497229214,3,"False",1,1,17,17,17.
"",14412,21159810,"darko_aleksic",53.86,4,"Y",1064.6,155,1220,1208,174,158,1,"N",155,31,154,122,0,44.20289855072464,3497204212,3497284573,29,"False",4,4,11,57,37.5
"",14412,21393997,"bbharath",64.12,18,"Y",1259.6,120,1215,1241,270,241,1,"N",116,8,119,157,0,56.88405797101449,3497275119,3498295638,8,"False",18,18,15,79,64.38888888888889
"",14412,21507690,"psir",69.46,10,"Y",1415.73,1,1219,1406,261,440,1,"N",1,20,0,260,16,100.,3498128690,3498378185,19,"False",10,10,27,68,57.4
"",14412,21761868,"ichattopadhyaya",58.48,8,"Y",1149.02,149,1366,1333,262,240,1,"N",150,12,148,128,0,46.3768115942029,3497346656,3498333727,15,"False",8,8,6,132,89.5
"",14412,21945864,"johngull",16.75,2,"Y",333.38,223,984,937,223,214,1,"N",223,9,222,54,0,19.565217391304348,3497427075,3497443780,11,"False",2,2,5,40,22.5
"",14412,22098751,"oripipa",7.34,6,"Y",128.67,267,976,814,298,359,1,"N",265,4,266,10,0,3.6231884057971016,3497566799,3497712702,4,"False",5,5,6,68,36.
"",14412,22102182,"sallle",12.74,1,"Y",257.96,229,798,727,511,447,1,"N",227,4,228,18,30,7.317073170731707,3497293330,3497293330,3,"False",1,1,5,5,5.
"",14412,22225072,"zulo",49.02,2,"Y",975.51,167,1350,1261,385,321,1,"N",167,2,166,110,0,39.85507246376812,3497593471,3497628417,4,"False",2,2,29,34,31.5
"",14412,22228040,"_pperm",69.46,7,"Y",1415.73,1,1538,1674,342,406,1,"N",1,17,0,260,16,100.,3497602251,3498279598,17,"False",7,7,24,78,53.
"",14412,22269126,"irakli",68.86,57,"Y",1359.5,70,1953,1896,359,326,1,"N",59,6,69,207,0,75.,3497198080,3497959713,6,"False",57,57,15,127,108.73684210526316
"",14412,22359623,"dpetek",55.54,2,"Y",1116.66,152,930,976,347,319,1,"N",153,11,151,125,0,45.289855072463766,3497775310,3497792882,11,"False",2,2,42,68,55.
"",14412,22389733,"tloinuy",69.46,3,"Y",1407.68,46,1953,1932,328,296,1,"N",1,22,45,229,2,83.57664233576642,3497595052,3497626926,23,"False",3,3,85,42,56.666666666666664
"",14412,22626864,"SIGCHLD",69.15,6,"Y",1396.59,56,1095,1211,231,304,1,"N",53,13,55,221,0,80.07246376811594,3497258969,3497775772,14,"False",6,6,27,49,45.166666666666664
"",14412,22627305,"gamemaker",32.93,3,"Y",636.74,199,1036,999,326,294,1,"N",199,8,198,78,0,28.26086956521739,3497809530,3498231576,8,"False",3,3,65,188,119.33333333333333
"",14412,22638533,"skrzypl1",67.6,13,"Y",1350.1,75,1309,1390,320,289,1,"N",76,3,74,202,0,73.18840579710145,3497615591,3498323229,4,"False",13,13,20,59,54.15384615384615
"",14412,22640357,"AlMag",38.87,4,"Y",772.87,185,1053,1040,234,208,1,"N",185,11,184,92,0,33.33333333333333,3497359415,3497506892,11,"False",4,4,63,80,70.5
"",14412,22644845,"a_b_c_dnz",67.57,13,"Y",1351.36,74,1322,1380,388,357,1,"N",77,9,73,203,0,73.55072463768117,3497345463,3498389113,8,"False",13,13,20,76,66.61538461538461
"",14412,22653042,"carlop",69.46,1,"Y",1414.82,25,1724,1779,367,346,1,"N",1,20,24,252,0,91.30434782608695,3498397584,3498397584,22,"False",1,1,91,91,91.
"",14412,22653720,"ainu7",69.46,7,"Y",1415.58,19,2179,2193,521,469,1,"N",1,14,18,258,0,93.47826086956522,3497841468,3498206337,14,"False",7,7,27,56,38.57142857142857
"",14412,22653739,"Astein",68.81,6,"Y",1389.52,60,1457,1505,329,305,1,"N",60,11,59,217,0,78.62318840579711,3497850899,3498399832,12,"False",6,6,33,70,60.
"",14412,22654608,"ma}{im",55.73,5,"Y",1111.21,153,1097,1113,292,254,1,"N",152,6,152,124,0,44.927536231884055,3497802069,3498364639,6,"False",5,5,25,65,46.2
"",14412,22655650,"Abhijeet.Nagre",66.76,7,"Y",1313.48,97,1194,1269,556,471,1,"N",92,3,96,180,0,65.21739130434783,3497265644,3497682617,2,"False",7,7,8,32,26.714285714285715
"",14412,22656164,"Romel",12.74,1,"Y",257.96,229,1153,994,334,360,1,"N",227,3,228,18,30,7.317073170731707,3497246744,3497246744,3,"False",1,1,5,5,5.
"",14412,22656739,"tgoulart",67.98,7,"Y",1355.35,72,0,1438,0,385,1,"N",72,1,71,205,0,74.27536231884058,3497213732,3497286710,1,"False",7,7,7,41,27.142857142857142
"",14412,22658956,"FloppyCat",62.43,1,"Y",1221.94,131,1395,1382,591,524,1,"N",130,12,130,146,0,52.89855072463768,3497290950,3497290950,11,"False",1,1,13,13,13.
"",14412,22659109,"valdem",12.74,2,"Y",257.96,229,1171,1055,300,340,1,"N",227,9,228,18,30,7.317073170731707,3497418009,3497425218,10,"False",2,2,25,28,26.5
"",14412,22663763,"bhzhan",69.46,5,"Y",1415.42,20,2200,2204,477,426,1,"N",1,10,19,257,0,93.11594202898551,3497309336,3498188156,10,"False",5,5,42,64,63.6
"",14412,22667224,"defh",3.36,7,"Y",62.32,270,1067,904,290,391,1,"N",270,8,269,7,0,2.536231884057971,3497981531,3498266558,8,"False",7,7,57,99,95.14285714285714
"",14412,22668824,"saurabhsuppal",68.31,25,"Y",1378.58,64,1235,1354,319,315,1,"N",68,3,63,213,0,77.17391304347827,3497220294,3498161833,3,"False",25,25,38,89,84.6
"",14412,22671170,"malak",67.26,9,"Y",1339.95,83,1461,1499,385,304,1,"N",84,2,82,194,0,70.28985507246377,3497393262,3498189468,2,"False",9,9,17,5,36.77777777777778
"",14412,22675206,"edunov",69.46,12,"Y",1409.37,37,1860,1877,468,420,1,"N",1,22,36,240,0,86.95652173913044,3497433064,3498147588,23,"False",12,12,79,98,102.
"",14412,22677203,"Nil_ct",36.58,13,"Y",727.94,189,1455,1361,176,246,1,"N",189,22,188,88,0,31.88405797101449,3497342171,3498385521,23,"False",13,13,27,111,92.38461538461539
"",14412,22680865,"orpheus468",65.61,7,"Y",1302.31,103,1168,1256,385,320,1,"N",107,2,102,174,0,63.04347826086957,3497269552,3498386290,2,"False",6,6,57,194,181.33333333333334
"",14412,22681025,"V1talogy",67.57,35,"Y",1335.33,87,1174,1294,385,336,1,"N",77,2,86,190,0,68.84057971014492,3497473254,3498329886,2,"False",35,35,78,60,63.4
"",14412,22682830,"madkite",69.46,4,"Y",1409.56,36,1488,1625,385,346,1,"N",1,2,35,241,0,87.31884057971014,3497386944,3498381936,2,"False",4,4,144,296,235.
"",14412,22682865,"yuuki",57.08,3,"Y",1124.79,151,1839,1681,299,356,1,"N",151,4,150,126,0,45.65217391304348,3497335616,3498186113,5,"False",3,3,32,60,50.333333333333336
"",14412,22686512,"A.I",35.17,13,"Y",691.38,192,1263,1165,422,376,1,"N",191,3,191,85,0,30.79710144927536,3497444947,3498400274,5,"False",10,10,13,110,64.7
"",14412,22687070,"poopi",63.42,7,"Y",1250.06,126,1706,1618,244,260,1,"N",123,6,125,151,0,54.710144927536234,3497677962,3498389975,6,"False",6,6,24,81,48.5
"",14412,22687092,"hmilynavi",69.46,10,"Y",1404.21,51,1167,1311,459,450,1,"N",1,4,50,226,0,81.88405797101449,3497271383,3497490571,4,"False",10,10,8,72,42.8
"",14412,22691764,"kids1708",67.29,9,"Y",1357.65,71,911,1077,484,486,1,"N",82,4,70,206,0,74.63768115942028,3497614169,3498399163,3,"False",9,9,38,36,39.44444444444444
"",14412,22691990,"creepy",53.38,3,"Y",1052.82,157,1392,1335,354,318,1,"N",157,5,156,120,0,43.47826086956522,3497207579,3497350253,5,"False",3,3,30,63,44.666666666666664
"",14412,22692969,"rng_58",69.46,6,"Y",1415.73,1,1690,1811,268,321,1,"N",1,8,0,260,16,100.,3497362745,3498387395,8,"False",6,6,13,35,23.166666666666668
"",14412,22694095,"hamedvalizadeh",63.93,3,"Y",1263.97,118,846,1012,385,365,1,"N",118,2,117,159,0,57.608695652173914,3497251320,3497778104,1,"False",3,3,24,24,25.333333333333332
"",14412,22694152,"rugila",66.15,6,"Y",1318.45,95,1587,1568,236,215,1,"N",101,25,94,182,0,65.94202898550725,3497287634,3498375961,26,"False",6,6,8,93,65.33333333333333
"",14412,22694931,"quimey",68.75,6,"Y",1387.92,61,1883,1848,218,208,1,"N",64,23,60,216,0,78.26086956521739,3497227237,3497361366,28,"False",6,6,12,38,33.5
"",14412,22695599,"kcm1700",68.8,14,"Y",1385.34,62,1608,1631,314,261,1,"N",61,3,61,215,0,77.89855072463769,3497525350,3498390502,4,"False",14,14,19,87,62.785714285714285
"",14412,22696066,"dvondrak",23.58,2,"Y",458.96,214,818,816,252,222,1,"N",214,10,213,63,0,22.82608695652174,3497796585,3497812072,7,"False",2,2,6,17,11.5
"",14412,22696877,"hosseinkb",61.05,1,"Y",1205.3,136,1095,1136,361,304,1,"N",140,2,135,137,4,50.36764705882353,3498072044,3498072044,1,"False",1,1,45,45,45.
"",14412,22697599,"ltaravilse",69.46,20,"Y",1404.72,50,1601,1625,156,146,1,"N",1,15,49,227,0,82.2463768115942,3497193928,3497339529,18,"False",20,20,22,77,70.15
"",14412,22708704,"banin",12.74,1,"Y",257.96,229,806,758,368,334,1,"N",227,8,228,18,30,7.317073170731707,3497239649,3497239649,6,"False",1,1,5,5,5.
"",14412,22710905,"aropan",61.05,1,"Y",1205.3,136,1579,1493,362,324,1,"N",140,3,135,137,4,50.36764705882353,3497291285,3497291285,3,"False",1,1,14,14,14.
"",14412,22711923,"Mata",40.34,13,"Y",795.31,181,729,794,229,233,1,"N",180,8,180,96,0,34.78260869565217,3497269774,3498150843,5,"False",13,13,24,47,44.61538461538461
"",14412,22714209,"kids90",67.34,27,"Y",1336.98,85,1216,1298,258,254,1,"N",81,4,84,192,0,69.56521739130434,3497410425,3498397544,5,"False",24,24,4,37,32.166666666666664
"",14412,22716309,"AlexFetisov",66.2,44,"Y",1305.39,101,1446,1452,385,301,1,"N",99,2,100,176,0,63.76811594202898,3497273625,3497951090,2,"False",44,44,35,122,96.1590909090909
"",14412,22719667,"mk17",45.17,3,"Y",894.33,178,1194,1144,301,259,1,"N",178,3,177,99,0,35.869565217391305,3497642160,3498112046,5,"False",3,3,41,42,41.666666666666664
"",14412,22724005,"}{aos",26.59,17,"Y",514.73,209,0,1049,0,385,1,"N",208,1,208,68,0,24.637681159420293,3497362221,3498302768,1,"False",17,17,13,81,51.529411764705884
"",14412,22725081,"lxn",33.25,2,"Y",668.18,195,1321,1226,352,347,1,"N",197,6,194,82,0,29.71014492753623,3497329106,3497332720,7,"False",2,2,24,25,24.5
"",14412,22725328,356341998,67.29,39,"Y",1344.51,78,1130,1241,279,294,1,"N",82,4,77,199,0,72.10144927536231,3497262356,3497930469,4,"False",39,39,25,101,80.66666666666667
"",14412,22729239,"yowa",69.46,9,"Y",1413.46,29,1896,1917,318,264,1,"N",1,3,28,248,0,89.85507246376811,3497188113,3497458531,3,"False",9,9,4,147,91.22222222222223
"",14412,22739664,"kusano",22.19,4,"Y",419.31,219,1209,1079,348,344,1,"N",217,3,218,58,0,21.014492753623188,3497461648,3497467926,3,"False",4,4,5,16,10.5
"",14412,22741614,"mcw1142",40.31,2,"Y",849.53,180,1029,1027,224,199,1,"N",181,14,179,97,0,35.14492753623188,3497402256,3498093760,15,"False",2,2,5,39,22.
"",14412,22742590,"cing3000",63.43,2,"Y",1266.91,116,1604,1543,280,256,1,"N",122,4,115,161,0,58.333333333333336,3497392277,3497699064,4,"False",2,2,37,69,53.
"",14412,22742711,"DarkArchon",64.59,2,"Y",1277.49,113,1196,1237,310,275,1,"N",113,5,112,164,0,59.42028985507246,3498077752,3498144764,5,"False",2,2,22,24,23.
"",14412,22743010,"pedrosorio",12.74,2,"Y",257.96,229,1190,983,385,397,1,"N",227,2,228,18,30,7.317073170731707,3497250618,3497251582,2,"False",2,2,6,7,6.5
"",14412,22743150,"BugbearR",62.19,1,"Y",1213.23,133,1411,1384,354,314,1,"N",133,8,132,143,1,52.,3497273765,3497273765,8,"False",1,1,23,23,23.
"",14412,22743925,"jawa2code",12.74,1,"Y",257.96,229,586,600,251,220,1,"N",227,7,228,18,30,7.317073170731707,3498370436,3498370436,4,"False",1,1,14,14,14.
"",14412,22746456,"Frank324",66.29,4,"Y",1299.88,104,1194,1238,263,247,1,"N",98,11,103,173,0,62.68115942028986,3497338507,3497725307,12,"False",4,4,9,46,30.25
"",14412,22748086,"brian13iii",68.15,10,"Y",1344.53,77,1085,1206,376,372,1,"N",70,4,76,200,0,72.46376811594203,3497620522,3498397980,4,"False",9,9,35,50,49.111111111111114
"",14412,22749323,"hasi",69.46,5,"Y",1415.73,1,1633,1762,224,306,1,"N",1,8,0,260,16,100.,3498086652,3498307212,9,"False",5,5,55,40,55.8
"",14412,22750047,"arash16",37.89,7,"Y",766.31,186,1328,1206,385,337,1,"N",187,2,185,91,0,32.971014492753625,3497433097,3498039506,2,"False",6,6,4,54,23.833333333333332
"",14412,22750837,"hjvfy",69.46,2,"Y",1409.1,38,1201,1361,341,384,1,"N",1,4,37,239,0,86.59420289855072,3497549526,3497582301,3,"False",2,2,37,40,38.5
"",14412,22752635,"dolphinigle",69.46,9,"Y",1407.68,46,1099,1269,386,423,1,"N",1,4,45,229,2,83.57664233576642,3497255572,3497302518,3,"False",9,9,20,29,35.44444444444444
"",14412,22758049,"fsouza",69.46,11,"Y",1415.73,1,1629,1864,385,421,1,"N",1,2,0,260,16,100.,3497275755,3497827729,2,"False",11,11,94,158,122.63636363636364
"",14412,22758252,"ibra",60.87,8,"Y",1176.98,145,1559,1490,273,270,1,"N",145,8,144,132,0,47.82608695652174,3497514038,3498400774,9,"False",8,8,70,110,82.625
"",14412,22758753,"ramlaf",69.46,10,"Y",1414.89,24,1166,1453,385,469,1,"N",1,2,23,253,0,91.66666666666666,3497369392,3497818078,3,"False",10,10,4,78,43.2
"",14412,22765633,"Sffetka",12.74,1,"Y",257.96,229,1168,1046,257,312,1,"N",227,7,228,18,30,7.317073170731707,3497191316,3497191316,8,"False",1,1,8,8,8.
"",14412,22767514,"azukun",66.33,8,"Y",1315.68,96,1394,1415,358,309,1,"N",96,5,95,181,0,65.57971014492753,3497325339,3497485210,7,"False",8,8,5,81,41.75
"",14412,22767798,"fushar",33.92,7,"Y",656.59,197,957,933,338,288,1,"N",195,4,196,80,0,28.985507246376812,3497780312,3498043969,6,"False",7,7,84,112,98.28571428571429
